purpose,injuries,phase,year
Personal,2,Cruise,2000
Personal,1,Climb,2000
Personal,2,Approach,2000
Instructional,2,Approach,2000
Positioning,1,Approach,2000
Personal,1,Climb,2000
Unknown,1,Maneuvering,2000
Personal,2,Cruise,2000
Personal,1,Maneuvering,2000
Personal,1,Maneuvering,2000
Positioning,2,Approach,2000
Public Aircraft,2,Cruise,2000
Instructional,1,Maneuvering,2000
Ferry,1,Maneuvering,2000
Personal,1,Descent,2000
Personal,1,Maneuvering,2000
Executive/corporate,4,Approach,2000
Personal,1,Maneuvering,2000
Personal,2,Takeoff,2000
Personal,2,Takeoff,2000
Unknown,88,Cruise,2000
Personal,2,Maneuvering,2000
Unknown,6,Cruise,2000
Aerial Observation,4,Maneuvering,2000
Personal,1,Cruise,2000
Instructional,1,Maneuvering,2000
Instructional,3,Approach,2000
Personal,2,Approach,2000
Personal,2,Cruise,2000
Public Aircraft,2,Maneuvering,2000
Unknown,1,Approach,2000
Personal,1,Climb,2000
Business,4,Climb,2000
Personal,2,Cruise,2000
Instructional,1,Takeoff,2000
Unknown,1,Maneuvering,2000
,3,Takeoff,2000
Personal,1,Standing,2000
Instructional,1,Approach,2000
Personal,1,Cruise,2000
Business,3,Go-around,2000
Personal,1,Go-around,2000
Personal,1,Cruise,2000
Unknown,2,Maneuvering,2000
Personal,1,Approach,2000
Positioning,1,Cruise,2000
Personal,2,Approach,2000
Instructional,4,Takeoff,2000
Unknown,4,Maneuvering,2000
Personal,1,Takeoff,2000
Aerial Application,1,Maneuvering,2000
Personal,3,Cruise,2000
Personal,1,Takeoff,2000
Positioning,1,Cruise,2000
Personal,1,Approach,2000
Instructional,1,Approach,2000
Instructional,1,Maneuvering,2000
Personal,1,Descent,2000
Personal,1,Approach,2000
Public Aircraft,2,Maneuvering,2000
Business,2,Descent,2000
Personal,1,Approach,2000
Instructional,2,Takeoff,2000
Personal,4,Takeoff,2000
Personal,1,Landing,2000
Personal,1,Takeoff,2000
Unknown,1,Cruise,2000
Business,2,Cruise,2000
Instructional,3,Approach,2000
Personal,2,Maneuvering,2000
Personal,1,Takeoff,2000
Personal,2,Maneuvering,2000
Personal,1,Takeoff,2000
Personal,1,Maneuvering,2000
Business,1,Descent,2000
Personal,1,Maneuvering,2000
Personal,1,Approach,2000
Personal,1,Maneuvering,2000
Unknown,1,Maneuvering,2000
Public Aircraft,3,Takeoff,2000
Personal,5,Cruise,2000
Personal,1,Cruise,2000
Personal,2,Cruise,2000
Personal,2,Cruise,2000
Aerial Application,1,Maneuvering,2000
Personal,2,Maneuvering,2000
Positioning,3,Cruise,2000
Personal,1,Maneuvering,2000
Positioning,1,Approach,2000
Personal,2,Cruise,2000
Personal,4,Takeoff,2000
Personal,2,Go-around,2000
Personal,2,Maneuvering,2000
Personal,1,Maneuvering,2000
Personal,2,Cruise,2000
Other Work Use,2,Maneuvering,2000
Personal,1,Cruise,2000
Personal,3,Takeoff,2000
Other Work Use,3,Maneuvering,2000
Public Aircraft,1,Maneuvering,2000
Personal,2,Cruise,2000
Personal,2,Maneuvering,2000
Executive/corporate,6,Approach,2000
Personal,6,Takeoff,2000
Personal,1,Climb,2000
Personal,1,Cruise,2000
Personal,2,Maneuvering,2000
Other Work Use,2,Maneuvering,2000
Aerial Application,1,Maneuvering,2000
Instructional,1,Approach,2000
Aerial Application,1,Maneuvering,2000
Personal,1,Landing,2000
,19,Approach,2000
Personal,1,Descent,2000
Personal,1,Takeoff,2000
Personal,1,Unknown,2000
Personal,2,Cruise,2000
Personal,2,Takeoff,2000
Personal,1,Takeoff,2000
Personal,3,Maneuvering,2000
Personal,2,Approach,2000
Unknown,2,Maneuvering,2000
Instructional,2,Maneuvering,2000
Personal,3,Takeoff,2000
Unknown,2,Takeoff,2000
Business,3,Climb,2000
Instructional,2,Approach,2000
Aerial Application,1,Cruise,2000
Aerial Application,1,Maneuvering,2000
Public Aircraft,1,Maneuvering,2000
Personal,2,Cruise,2000
Instructional,2,Maneuvering,2000
Instructional,2,Descent,2000
Aerial Application,1,Cruise,2000
Public Aircraft,2,Maneuvering,2000
Personal,2,Takeoff,2000
Personal,1,Maneuvering,2000
Personal,2,Maneuvering,2000
Personal,1,Maneuvering,2000
Personal,1,Takeoff,2000
Instructional,1,Maneuvering,2000
Unknown,4,Cruise,2000
Personal,2,Maneuvering,2000
Positioning,1,Takeoff,2000
Personal,1,Approach,2000
Personal,1,Approach,2000
Personal,4,Maneuvering,2000
Aerial Application,1,Maneuvering,2000
Instructional,2,Takeoff,2000
Personal,2,Climb,2000
Personal,1,Cruise,2000
Personal,1,Maneuvering,2000
Instructional,1,Landing,2000
Aerial Application,1,Cruise,2000
Aerial Application,1,Maneuvering,2000
Positioning,1,Standing,2000
Personal,2,Approach,2000
Personal,1,Climb,2000
Personal,1,Maneuvering,2000
Unknown,1,Cruise,2000
Unknown,1,Maneuvering,2000
Aerial Application,1,Maneuvering,2000
Personal,1,Descent,2000
Instructional,1,Maneuvering,2000
Personal,2,Landing,2000
Personal,1,Maneuvering,2000
Personal,3,Cruise,2000
Personal,1,Cruise,2000
Personal,4,Maneuvering,2000
Personal,3,Climb,2000
Personal,1,Takeoff,2000
Personal,3,Maneuvering,2000
Personal,2,Maneuvering,2000
Personal,2,Maneuvering,2000
Aerial Application,1,Unknown,2000
Personal,1,Maneuvering,2000
Personal,1,Takeoff,2000
,1,Cruise,2000
Aerial Application,1,Maneuvering,2000
Personal,1,Landing,2000
Personal,1,Maneuvering,2000
Personal,2,Maneuvering,2000
Personal,1,Maneuvering,2000
Unknown,2,Cruise,2000
Personal,1,Climb,2000
Unknown,7,Cruise,2000
Personal,1,Takeoff,2000
Personal,1,Maneuvering,2000
Positioning,3,Cruise,2000
Unknown,1,Climb,2000
Personal,1,Cruise,2000
Personal,1,Climb,2000
Personal,1,Approach,2000
Personal,1,Unknown,2000
Personal,4,Cruise,2000
Personal,2,Approach,2000
Personal,1,Takeoff,2000
Personal,1,Unknown,2000
Personal,1,Approach,2000
Personal,2,Takeoff,2000
Personal,2,Takeoff,2000
Positioning,1,Approach,2000
Aerial Application,1,Maneuvering,2000
Personal,1,Maneuvering,2000
Public Aircraft,1,Maneuvering,2000
Personal,1,Takeoff,2000
Personal,1,Maneuvering,2000
Business,3,Takeoff,2000
Aerial Application,1,Cruise,2000
Personal,1,Takeoff,2000
Instructional,11,Cruise,2000
Personal,1,Cruise,2000
Personal,2,Landing,2000
Other Work Use,1,Takeoff,2000
Personal,3,Takeoff,2000
Business,1,Climb,2000
Public Aircraft,1,Maneuvering,2000
Personal,1,Cruise,2000
Business,2,Climb,2000
Aerial Application,1,Maneuvering,2000
Personal,1,Approach,2000
Personal,3,Takeoff,2000
Unknown,3,Approach,2000
Personal,2,Takeoff,2000
Personal,2,Cruise,2000
Personal,1,Approach,2000
Personal,1,Maneuvering,2000
Instructional,2,Unknown,2000
Public Aircraft,2,Cruise,2000
Personal,1,Maneuvering,2000
Personal,4,Maneuvering,2000
Personal,1,Cruise,2000
Personal,2,Cruise,2000
Business,3,Cruise,2000
Business,3,Climb,2000
Personal,1,Cruise,2000
Unknown,1,Cruise,2000
Personal,1,Approach,2000
Personal,1,Maneuvering,2000
Personal,1,Cruise,2000
Personal,1,Climb,2000
Personal,2,Climb,2000
Personal,2,Maneuvering,2000
Personal,1,Landing,2000
Personal,2,Cruise,2000
Personal,2,Takeoff,2000
Personal,1,Takeoff,2000
Personal,4,Takeoff,2000
Personal,1,Maneuvering,2000
Personal,2,Approach,2000
Personal,4,Takeoff,2000
Personal,2,Maneuvering,2000
Personal,3,Cruise,2000
Personal,2,Maneuvering,2000
Personal,1,Maneuvering,2000
Positioning,2,Maneuvering,2000
Personal,1,Cruise,2000
Personal,2,Maneuvering,2000
Personal,2,Approach,2000
Personal,2,Maneuvering,2000
Personal,1,Landing,2000
Personal,2,Approach,2000
Aerial Application,1,Maneuvering,2000
Personal,2,Maneuvering,2000
Personal,1,Approach,2000
,5,Landing,2000
Personal,2,Approach,2000
Unknown,1,Climb,2000
Personal,2,Approach,2000
Unknown,1,Maneuvering,2000
Personal,2,Maneuvering,2000
Aerial Application,1,Maneuvering,2000
Personal,1,Climb,2000
Personal,2,Takeoff,2000
Unknown,1,Maneuvering,2000
Personal,2,Takeoff,2000
Personal,1,Landing,2000
Personal,4,Descent,2000
Personal,1,Maneuvering,2000
Public Aircraft,1,Approach,2000
Business,1,Climb,2000
Personal,2,Cruise,2000
Personal,1,Cruise,2000
Personal,4,Approach,2000
Instructional,2,Go-around,2000
Unknown,1,Maneuvering,2000
Personal,2,Approach,2000
Business,1,Cruise,2000
Positioning,1,Takeoff,2000
Unknown,1,Cruise,2000
Flight Test,2,Takeoff,2000
Personal,1,Maneuvering,2000
Personal,1,Takeoff,2000
Personal,2,Maneuvering,2000
Personal,2,Takeoff,2000
Business,1,Takeoff,2000
Ferry,1,Cruise,2000
Business,3,Cruise,2000
Aerial Application,1,Maneuvering,2000
Instructional,2,Maneuvering,2000
Personal,3,Descent,2000
Personal,1,Takeoff,2000
Personal,1,Unknown,2000
Personal,2,Cruise,2000
Instructional,2,Maneuvering,2000
Business,2,Approach,2000
Business,1,Takeoff,2000
Personal,1,Takeoff,2000
Personal,1,Takeoff,2000
Business,2,Cruise,2000
Instructional,1,Maneuvering,2000
Personal,1,Unknown,2000
Positioning,1,Cruise,2000
Personal,1,Maneuvering,2000
Instructional,2,Maneuvering,2000
Personal,1,Cruise,2000
Personal,1,Approach,2000
Personal,2,Cruise,2000
Personal,2,Descent,2000
Unknown,1,Approach,2000
Personal,1,Cruise,2000
Unknown,1,Takeoff,2000
Business,2,Unknown,2000
Personal,1,Unknown,2000
Other Work Use,1,Maneuvering,2000
Personal,2,Maneuvering,2000
Personal,1,Approach,2000
,2,Maneuvering,2000
Personal,1,Maneuvering,2000
Positioning,1,Cruise,2000
Personal,1,Climb,2000
,1,Climb,2000
Personal,1,Maneuvering,2000
Flight Test,1,Cruise,2000
Personal,1,Approach,2000
Personal,1,Cruise,2000
Personal,3,Maneuvering,2000
Personal,4,Approach,2000
Personal,2,Maneuvering,2000
Personal,1,Approach,2000
Personal,2,Maneuvering,2000
Personal,1,Descent,2000
Instructional,2,Maneuvering,2000
Business,3,Cruise,2000
Personal,1,Cruise,2000
Personal,2,Cruise,2000
Personal,1,Approach,2000
Personal,2,Approach,2000
Public Aircraft,1,Descent,2000
Personal,2,Maneuvering,2000
Unknown,1,Cruise,2000
Personal,1,Maneuvering,2000
Executive/corporate,1,Cruise,2000
Personal,1,Descent,2000
Personal,2,Cruise,2000
Business,1,Cruise,2000
,2,Cruise,2000
Executive/corporate,2,Approach,2000
Personal,2,Approach,2000
Instructional,2,Unknown,2000
Other Work Use,2,Maneuvering,2000
Positioning,1,Cruise,2000
Personal,2,Climb,2001
Business,1,Maneuvering,2001
Positioning,1,Go-around,2001
,1,Cruise,2001
Personal,2,Cruise,2001
Personal,2,Approach,2001
Personal,9,Cruise,2001
Personal,1,Cruise,2001
Personal,1,Unknown,2001
Personal,2,Maneuvering,2001
Personal,2,Cruise,2001
Ferry,1,Maneuvering,2001
,2,Climb,2001
Personal,2,Descent,2001
Personal,2,Takeoff,2001
Business,4,Takeoff,2001
Business,10,Descent,2001
Personal,1,Approach,2001
Public Aircraft,2,Maneuvering,2001
Personal,2,Cruise,2001
Personal,2,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,2,Cruise,2001
Other Work Use,1,Other,2001
,1,Approach,2001
Business,1,Takeoff,2001
,2,Approach,2001
Personal,2,Maneuvering,2001
Personal,1,Maneuvering,2001
Instructional,2,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,2,Takeoff,2001
Business,5,Approach,2001
Personal,4,Takeoff,2001
Instructional,4,Maneuvering,2001
Personal,2,Cruise,2001
Personal,1,Maneuvering,2001
Personal,4,Cruise,2001
Personal,3,Maneuvering,2001
Personal,3,Cruise,2001
Personal,1,Takeoff,2001
Instructional,2,Approach,2001
Other Work Use,1,Maneuvering,2001
Personal,1,Cruise,2001
Flight Test,1,Descent,2001
Personal,1,Maneuvering,2001
Personal,2,Cruise,2001
Personal,1,Climb,2001
Personal,2,Climb,2001
Personal,1,Cruise,2001
Ferry,1,Cruise,2001
Personal,1,Cruise,2001
Personal,4,Cruise,2001
Personal,1,Approach,2001
Personal,2,Maneuvering,2001
,1,Standing,2001
Instructional,2,Maneuvering,2001
Personal,1,Descent,2001
Business,1,Takeoff,2001
Personal,3,Maneuvering,2001
,18,Approach,2001
,1,Maneuvering,2001
Personal,1,Cruise,2001
Personal,1,Cruise,2001
Personal,1,Landing,2001
Personal,2,Maneuvering,2001
Flight Test,1,Takeoff,2001
Ferry,1,Takeoff,2001
Personal,2,Cruise,2001
Personal,2,Cruise,2001
Personal,2,Approach,2001
Personal,1,Takeoff,2001
Personal,2,Takeoff,2001
Unknown,2,Unknown,2001
Personal,1,Takeoff,2001
Personal,3,Cruise,2001
Personal,1,Descent,2001
Personal,1,Takeoff,2001
Personal,1,Takeoff,2001
Personal,1,Takeoff,2001
Flight Test,1,Approach,2001
Instructional,1,Maneuvering,2001
Business,4,Standing,2001
Personal,2,Maneuvering,2001
Personal,1,Maneuvering,2001
Personal,1,Climb,2001
Personal,2,Descent,2001
,1,Approach,2001
Personal,1,Maneuvering,2001
Personal,2,Climb,2001
Personal,1,Maneuvering,2001
Personal,1,Landing,2001
Personal,1,Cruise,2001
Personal,2,Climb,2001
,1,Approach,2001
Flight Test,1,Takeoff,2001
Instructional,2,Maneuvering,2001
Instructional,2,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,1,Cruise,2001
Personal,1,Maneuvering,2001
Personal,2,Maneuvering,2001
Positioning,1,Descent,2001
Personal,4,Go-around,2001
Instructional,2,Go-around,2001
Personal,1,Cruise,2001
Personal,1,Maneuvering,2001
Personal,1,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,1,Cruise,2001
Personal,3,Maneuvering,2001
Aerial Observation,1,Unknown,2001
Instructional,2,Takeoff,2001
Business,1,Standing,2001
Personal,2,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,1,Takeoff,2001
Skydiving,1,Maneuvering,2001
Personal,1,Takeoff,2001
Personal,1,Maneuvering,2001
Personal,3,Maneuvering,2001
Personal,1,Takeoff,2001
Personal,3,Climb,2001
Personal,4,Maneuvering,2001
Aerial Application,2,Maneuvering,2001
Personal,1,Maneuvering,2001
Instructional,1,Takeoff,2001
Executive/corporate,5,Cruise,2001
Personal,1,Unknown,2001
Personal,3,Climb,2001
Aerial Application,1,Maneuvering,2001
Instructional,1,Takeoff,2001
Personal,3,Approach,2001
Aerial Application,1,Maneuvering,2001
Positioning,1,Cruise,2001
Personal,2,Maneuvering,2001
Personal,2,Maneuvering,2001
Other Work Use,3,Maneuvering,2001
Personal,1,Approach,2001
Personal,2,Maneuvering,2001
Instructional,1,Cruise,2001
Other Work Use,1,Cruise,2001
Personal,1,Takeoff,2001
Positioning,1,Approach,2001
Personal,1,Taxi,2001
Personal,1,Maneuvering,2001
Personal,1,Climb,2001
Other Work Use,1,Maneuvering,2001
Business,2,Maneuvering,2001
Aerial Application,1,Approach,2001
Personal,1,Climb,2001
Personal,2,Maneuvering,2001
Business,1,Go-around,2001
Personal,2,Approach,2001
Other Work Use,1,Takeoff,2001
Personal,1,Unknown,2001
Public Aircraft,1,Takeoff,2001
Personal,1,Approach,2001
Personal,1,Takeoff,2001
Personal,1,Maneuvering,2001
Personal,1,Approach,2001
Personal,1,Maneuvering,2001
Personal,1,Descent,2001
Personal,2,Maneuvering,2001
Personal,1,Takeoff,2001
Aerial Application,1,Maneuvering,2001
Personal,2,Approach,2001
Personal,1,Maneuvering,2001
Personal,1,Descent,2001
Instructional,2,Maneuvering,2001
Aerial Application,1,Unknown,2001
Personal,6,Approach,2001
Personal,1,Maneuvering,2001
Personal,1,Takeoff,2001
Personal,1,Maneuvering,2001
Personal,4,Unknown,2001
,1,Approach,2001
Executive/corporate,3,Go-around,2001
Personal,1,Climb,2001
Personal,2,Cruise,2001
Business,2,Takeoff,2001
Personal,1,Cruise,2001
Positioning,1,Takeoff,2001
Personal,2,Maneuvering,2001
Personal,2,Cruise,2001
Personal,3,Takeoff,2001
Personal,2,Cruise,2001
Flight Test,1,Takeoff,2001
Personal,1,Cruise,2001
Personal,1,Approach,2001
Personal,2,Maneuvering,2001
Aerial Application,1,Maneuvering,2001
,1,,2001
Personal,1,Approach,2001
Personal,1,Maneuvering,2001
Personal,1,Go-around,2001
Aerial Application,1,Standing,2001
Personal,2,Cruise,2001
Personal,4,Descent,2001
Personal,6,Takeoff,2001
Personal,1,Cruise,2001
,6,Cruise,2001
Instructional,2,Maneuvering,2001
Personal,2,Cruise,2001
Positioning,1,Approach,2001
Aerial Observation,2,Maneuvering,2001
Personal,1,Maneuvering,2001
Personal,2,Unknown,2001
Personal,2,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,1,Takeoff,2001
,1,Taxi,2001
Business,2,Cruise,2001
Personal,1,Cruise,2001
,6,Maneuvering,2001
Aerial Application,1,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,3,Cruise,2001
Personal,2,Approach,2001
Personal,1,Approach,2001
Personal,1,Cruise,2001
Instructional,2,Descent,2001
Instructional,2,Maneuvering,2001
Personal,2,Maneuvering,2001
Instructional,1,Landing,2001
Personal,3,Takeoff,2001
Personal,3,Cruise,2001
Instructional,1,Approach,2001
Personal,1,Maneuvering,2001
Instructional,1,Cruise,2001
Personal,1,Cruise,2001
Personal,1,Takeoff,2001
Personal,2,Landing,2001
Positioning,1,Approach,2001
,2,Takeoff,2001
Personal,2,Maneuvering,2001
Personal,1,Maneuvering,2001
Personal,1,Maneuvering,2001
Personal,2,Takeoff,2001
Personal,1,Maneuvering,2001
Public Aircraft,2,Maneuvering,2001
Personal,1,Takeoff,2001
Personal,1,Maneuvering,2001
Personal,3,Takeoff,2001
Personal,1,Approach,2001
Flight Test,3,Cruise,2001
Personal,1,Maneuvering,2001
,1,Standing,2001
Personal,3,Maneuvering,2001
Positioning,1,Approach,2001
Aerial Application,1,Maneuvering,2001
Business,2,Cruise,2001
Personal,1,Approach,2001
Personal,2,Go-around,2001
Personal,1,Takeoff,2001
Personal,1,Maneuvering,2001
,44,Cruise,2001
,64,Cruise,2001
,65,Cruise,2001
,92,Cruise,2001
Personal,1,Maneuvering,2001
Personal,1,Descent,2001
Positioning,1,Go-around,2001
Ferry,1,Approach,2001
,2,Maneuvering,2001
Other Work Use,1,Maneuvering,2001
Aerial Application,1,Maneuvering,2001
Personal,1,Approach,2001
Unknown,3,Climb,2001
,3,Takeoff,2001
Personal,1,Cruise,2001
Instructional,2,Maneuvering,2001
Personal,1,Takeoff,2001
Personal,2,Cruise,2001
Personal,1,Maneuvering,2001
Personal,1,Maneuvering,2001
,10,Climb,2001
Personal,1,Maneuvering,2001
Personal,2,Approach,2001
Personal,2,Descent,2001
,3,Cruise,2001
Personal,3,Takeoff,2001
Personal,1,Landing,2001
Other Work Use,2,Maneuvering,2001
Personal,1,Maneuvering,2001
Personal,1,Cruise,2001
Personal,1,Maneuvering,2001
Personal,1,Descent,2001
Public Aircraft,2,Maneuvering,2001
Aerial Application,1,Maneuvering,2001
Personal,2,Cruise,2001
Positioning,1,Approach,2001
Personal,1,Maneuvering,2001
Personal,2,Maneuvering,2001
Personal,2,Unknown,2001
Business,1,Cruise,2001
Personal,1,Approach,2001
Instructional,1,Maneuvering,2001
Personal,1,Maneuvering,2001
Personal,3,Takeoff,2001
Personal,1,Cruise,2001
Personal,2,Landing,2001
Unknown,1,Unknown,2001
Business,1,Takeoff,2001
Personal,1,Descent,2001
Personal,1,Maneuvering,2001
Personal,1,Cruise,2001
Executive/corporate,4,Approach,2001
,265,Takeoff,2001
Instructional,2,Maneuvering,2001
Personal,2,Takeoff,2001
Aerial Application,1,Approach,2001
Personal,2,Cruise,2001
Personal,1,Cruise,2001
Personal,1,Cruise,2001
Personal,1,Takeoff,2001
Personal,1,Takeoff,2001
Personal,1,Descent,2001
Personal,5,Cruise,2001
Personal,2,Cruise,2001
Personal,2,Approach,2001
Positioning,2,Takeoff,2001
Personal,1,Cruise,2001
Personal,2,Climb,2001
,2,Go-around,2001
Personal,4,Cruise,2001
Personal,1,Maneuvering,2001
Personal,2,Takeoff,2001
Personal,1,Landing,2001
Personal,1,Approach,2001
Personal,2,Cruise,2001
Unknown,4,Cruise,2001
Positioning,2,Descent,2001
Business,2,Unknown,2001
Business,4,Go-around,2001
Business,3,Go-around,2001
Positioning,1,Cruise,2001
Personal,3,Maneuvering,2001
Personal,1,Approach,2001
Personal,2,Cruise,2001
Public Aircraft,3,Maneuvering,2001
Personal,2,Approach,2001
Personal,1,Approach,2001
Personal,1,Climb,2001
Personal,1,Approach,2001
Personal,1,Approach,2001
,1,Descent,2002
Unknown,1,Climb,2002
Personal,1,Approach,2002
Personal,1,Maneuvering,2002
Personal,1,Maneuvering,2002
Instructional,1,Cruise,2002
Personal,5,Cruise,2002
Personal,1,Maneuvering,2002
Personal,1,Takeoff,2002
Instructional,1,Climb,2002
Personal,2,Maneuvering,2002
,1,Cruise,2002
Personal,1,Go-around,2002
Business,3,Cruise,2002
Positioning,2,Maneuvering,2002
Personal,1,Climb,2002
Business,1,Approach,2002
Positioning,1,Cruise,2002
Personal,2,Maneuvering,2002
Personal,1,Cruise,2002
Other Work Use,1,Approach,2002
Personal,1,Maneuvering,2002
Personal,2,Takeoff,2002
Business,1,Maneuvering,2002
Personal,2,Descent,2002
Business,1,Cruise,2002
Business,2,Cruise,2002
Business,2,Approach,2002
Personal,1,Approach,2002
,1,Cruise,2002
Business,4,Cruise,2002
Personal,1,Maneuvering,2002
Personal,4,Takeoff,2002
Personal,1,Taxi,2002
Personal,2,Maneuvering,2002
,2,Cruise,2002
Business,1,Approach,2002
Personal,2,Cruise,2002
Personal,1,Approach,2002
Personal,1,Takeoff,2002
Aerial Application,1,Maneuvering,2002
Personal,1,Cruise,2002
Personal,2,Go-around,2002
Personal,1,Takeoff,2002
Instructional,2,Maneuvering,2002
Other Work Use,2,Approach,2002
Personal,3,Climb,2002
Personal,1,Climb,2002
,2,Approach,2002
Personal,1,Maneuvering,2002
Personal,1,Takeoff,2002
Personal,2,Approach,2002
Personal,1,Maneuvering,2002
Public Aircraft,3,Maneuvering,2002
Personal,2,Cruise,2002
,1,Cruise,2002
Other Work Use,1,Maneuvering,2002
,1,Other,2002
Personal,1,Landing,2002
Personal,4,Approach,2002
Personal,1,Takeoff,2002
Personal,2,Approach,2002
Positioning,1,Cruise,2002
Business,1,Cruise,2002
Positioning,1,Takeoff,2002
Personal,4,Approach,2002
Other Work Use,1,Maneuvering,2002
Personal,1,Cruise,2002
Instructional,2,Takeoff,2002
Personal,2,Approach,2002
Instructional,2,Takeoff,2002
Personal,1,Descent,2002
Personal,1,Takeoff,2002
Personal,1,Approach,2002
Personal,1,Takeoff,2002
Personal,2,Go-around,2002
Personal,2,Maneuvering,2002
Personal,4,Maneuvering,2002
Personal,1,Maneuvering,2002
Personal,2,Maneuvering,2002
Personal,1,Takeoff,2002
Personal,2,Maneuvering,2002
Personal,2,Maneuvering,2002
Personal,1,Approach,2002
Personal,2,Maneuvering,2002
Positioning,2,Maneuvering,2002
Personal,1,Climb,2002
Personal,1,Descent,2002
Personal,1,Takeoff,2002
Instructional,1,Takeoff,2002
Personal,1,Takeoff,2002
Personal,2,Maneuvering,2002
Public Aircraft,1,Maneuvering,2002
Instructional,3,Cruise,2002
Personal,2,Maneuvering,2002
Personal,1,Maneuvering,2002
Personal,2,Maneuvering,2002
Personal,1,Unknown,2002
Personal,1,Go-around,2002
Personal,1,Maneuvering,2002
Unknown,2,Descent,2002
Personal,1,Maneuvering,2002
Personal,2,Cruise,2002
Personal,1,Cruise,2002
Personal,1,Go-around,2002
Other Work Use,2,Descent,2002
Personal,2,Takeoff,2002
Personal,1,Maneuvering,2002
Personal,2,Cruise,2002
Personal,3,Maneuvering,2002
Aerial Application,1,Maneuvering,2002
Aerial Observation,2,Maneuvering,2002
Flight Test,1,Maneuvering,2002
Personal,2,Climb,2002
Aerial Observation,2,Cruise,2002
Flight Test,1,Unknown,2002
Instructional,3,Maneuvering,2002
Personal,1,Cruise,2002
Personal,2,Takeoff,2002
Personal,1,Maneuvering,2002
Personal,1,Climb,2002
Personal,1,Cruise,2002
Business,2,Cruise,2002
Personal,1,Descent,2002
Personal,1,Descent,2002
Other Work Use,1,Maneuvering,2002
Personal,2,Climb,2002
Personal,3,Climb,2002
Personal,2,Cruise,2002
Personal,1,Unknown,2002
Personal,1,Takeoff,2002
Personal,1,Climb,2002
Personal,3,Cruise,2002
Personal,1,Takeoff,2002
Personal,1,Takeoff,2002
Aerial Application,3,Maneuvering,2002
Aerial Observation,1,Descent,2002
Personal,1,Maneuvering,2002
Personal,3,Takeoff,2002
Personal,2,Maneuvering,2002
Aerial Application,1,Maneuvering,2002
Personal,2,Landing,2002
Aerial Application,1,Climb,2002
Positioning,3,Cruise,2002
Personal,1,Takeoff,2002
Personal,1,Cruise,2002
Personal,1,Takeoff,2002
Aerial Observation,2,Maneuvering,2002
Personal,1,Takeoff,2002
Personal,1,Cruise,2002
Personal,3,Maneuvering,2002
Personal,3,Maneuvering,2002
Personal,4,Cruise,2002
Personal,1,Maneuvering,2002
Other Work Use,1,Takeoff,2002
Personal,1,Descent,2002
Personal,1,Maneuvering,2002
Instructional,2,Takeoff,2002
Personal,1,Climb,2002
Personal,2,Takeoff,2002
Personal,2,Cruise,2002
Personal,2,Unknown,2002
Personal,4,Takeoff,2002
Personal,1,Maneuvering,2002
Personal,1,Maneuvering,2002
Personal,2,Cruise,2002
Personal,1,Landing,2002
Positioning,1,Maneuvering,2002
Personal,2,Cruise,2002
,4,Maneuvering,2002
Personal,4,Maneuvering,2002
Personal,1,Takeoff,2002
Personal,2,Takeoff,2002
Public Aircraft,3,Maneuvering,2002
Instructional,2,Cruise,2002
Personal,2,Cruise,2002
Personal,1,Maneuvering,2002
Aerial Application,2,Maneuvering,2002
,1,Go-around,2002
Personal,2,Climb,2002
Personal,1,Maneuvering,2002
Personal,2,Takeoff,2002
Personal,1,Maneuvering,2002
Personal,1,Descent,2002
Personal,1,Cruise,2002
Personal,1,Cruise,2002
Personal,2,Maneuvering,2002
Public Aircraft,1,Maneuvering,2002
Aerial Application,1,Maneuvering,2002
Instructional,1,Takeoff,2002
Personal,4,Takeoff,2002
Personal,2,Maneuvering,2002
Personal,2,Landing,2002
Business,1,Takeoff,2002
Personal,1,Approach,2002
Public Aircraft,1,Maneuvering,2002
Personal,1,Takeoff,2002
Personal,2,Takeoff,2002
Personal,3,Cruise,2002
Aerial Application,2,Maneuvering,2002
Instructional,3,Maneuvering,2002
Personal,2,Maneuvering,2002
Personal,1,Approach,2002
Personal,4,Maneuvering,2002
Personal,1,Takeoff,2002
Instructional,3,Maneuvering,2002
Personal,3,Takeoff,2002
Personal,4,Approach,2002
Personal,1,Maneuvering,2002
Personal,1,Maneuvering,2002
Personal,1,Cruise,2002
Personal,2,Approach,2002
Personal,1,Takeoff,2002
Positioning,1,Descent,2002
Public Aircraft,1,Maneuvering,2002
Personal,2,Takeoff,2002
Personal,2,Takeoff,2002
Personal,2,Maneuvering,2002
Personal,1,Descent,2002
Personal,2,Maneuvering,2002
Aerial Application,1,Landing,2002
Personal,1,Maneuvering,2002
Personal,1,Approach,2002
Personal,1,Approach,2002
,2,Approach,2002
Personal,2,Climb,2002
Business,1,Landing,2002
Business,3,Climb,2002
,1,Landing,2002
Personal,1,Takeoff,2002
Personal,2,Approach,2002
Personal,1,Approach,2002
Personal,7,Takeoff,2002
Flight Test,1,Takeoff,2002
